Make,Model,Price,Year,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Max Power BHP,Max Power RPM,Max Torque Nm,Max Torque RPM
Toyota,Innova 2.8 GX AT 7 STR [2016-2020],14.272936037914342,0.8823529411764706,11.652696102959753,Diesel,Automatic,Delhi,Beige,First,Individual,1.5918094115981924,RWD,4735.0,1830.0,1795.0,0.8333333333333334,55.0,172.0,3400.0,360.0,1200.0
Toyota,Innova 2.4 G 8 STR [2016-2017],14.45736497045232,0.9117647058823529,11.170449240431308,Diesel,Manual,Mumbai,Bronze,First,Individual,1.0422357649867644,RWD,4735.0,1830.0,1795.0,1.0,55.0,148.0,3400.0,343.0,1400.0
Renault,Kwid 1.0 RXT AMT Opt,12.96453929221076,0.9411764705882353,10.6375367244165,Petrol,Automatic,Zirakpur,Others,First,Individual,-1.074078222240669,FWD,3679.0,1579.0,1478.0,0.5,28.0,67.0,5500.0,91.0,4250.0
Maruti Suzuki,Vitara Brezza VDi,13.493928313146206,0.8529411764705882,11.235774412824664,Diesel,Manual,Navi Mumbai,White,First,Individual,-0.6960565702897143,FWD,3995.0,1790.0,1640.0,0.5,48.0,89.0,4000.0,200.0,1750.0
BMW,5-Series 530d M Sport [2013-2017],15.404745967162468,0.8823529411764706,10.545367754151743,Diesel,Automatic,Ahmedabad,Blue,First,Individual,1.9531313118565348,RWD,4899.0,2094.0,1464.0,0.5,65.0,258.0,4000.0,560.0,1500.0
Hyundai,Eon 1.0 Kappa Magna AirBag,12.793862088206213,0.7941176470588235,9.693136823020671,Petrol,Manual,Pune,White,First,Individual,-1.0755963814854521,FWD,3515.0,1550.0,1510.0,0.5,32.0,68.0,6200.0,94.0,3500.0
Toyota,Innova 2.7 GX AT 7 STR [2016-2020],14.48334044336031,0.8823529411764706,10.896757843893464,Petrol,Automatic,Mumbai,Silver,First,Individual,1.4992016976664326,RWD,4735.0,1830.0,1795.0,0.8333333333333334,65.0,164.0,5200.0,245.0,4000.0
Toyota,Fortuner 3.0 MT,13.815511557963774,0.6470588235294118,11.751950239425476,Diesel,Manual,Guwahati,White,Third,Individual,1.9364315601639224,AWD,4695.0,1840.0,1850.0,0.8333333333333334,80.0,131.23254237288137,4801.317966101695,328.3597025016903,2596.0838404327246
Mahindra,XUV500 W10,14.214287349062356,0.8823529411764706,10.819798284210286,Diesel,Manual,Chennai,Maroon,First,Individual,0.7173496866032129,FWD,4585.0,1890.0,1785.0,0.8333333333333334,70.0,138.0,3750.0,330.0,1600.0
Hyundai,Xcent SX 1.1 CRDi (O),12.206077645517674,0.7647058823529411,10.933124826700707,Diesel,Manual,Delhi,White,Third,Individual,-0.890380953621932,FWD,3995.0,1660.0,1520.0,0.5,43.0,71.0,4000.0,180.0,1750.0
Tata,Tigor EV XZ Plus,14.058457520888082,0.9705882352941176,9.798182590890704,Electric,Automatic,Hyderabad,Grey,First,Individual,-0.007319925649082962,FWD,3993.0,1677.0,1532.0,0.5,52.154656390494544,131.23254237288137,4801.317966101695,328.3597025016903,2596.0838404327246
Mercedes-Benz,GLE 300d 4MATIC LWB,16.001561947061912,0.9705882352941176,9.105090961257085,Diesel,Automatic,Delhi,Black,First,Individual,0.3696912195479171,AWD,4924.0,2157.0,1772.0,0.5,93.0,241.0,4200.0,500.0,1600.0
Hyundai,Creta E Plus 1.6 Petrol,13.681980308196241,0.8529411764705882,10.819798284210286,Petrol,Manual,Mumbai,Silver,First,Individual,-0.17532794932916224,FWD,4270.0,1780.0,1630.0,0.5,60.0,122.0,6400.0,154.0,4850.0
Renault,Duster 85 PS RXS 4X2 MT Diesel,13.774689605110144,0.8823529411764706,10.085850775128717,Diesel,Manual,Bangalore,Brown,First,Individual,-0.37268865115094585,FWD,4315.0,1822.0,1695.0,0.5,50.0,84.0,3750.0,200.0,1900.0
Hyundai,Creta 1.6 SX Plus AT Petrol,14.04662307257814,0.8823529411764706,10.419330568113901,Petrol,Automatic,Mumbai,White,First,Individual,-0.17532794932916224,FWD,4270.0,1780.0,1630.0,0.5,60.0,122.0,6400.0,154.0,4850.0
Maruti Suzuki,Wagon R VXi 1.2,13.269059483669357,0.9117647058823529,10.836851700599572,Petrol,Manual,Bangalore,Grey,First,Individual,-0.7734826917736448,FWD,3655.0,1620.0,1675.0,0.5,32.0,82.0,6000.0,113.0,4200.0
Hyundai,i20 Active 1.4 S,13.527829818844937,0.8529411764705882,11.184435286790631,Diesel,Manual,Chennai,Maroon,First,Individual,-0.4713690020618376,FWD,3995.0,1760.0,1555.0,0.5,45.0,89.0,4000.0,220.0,1500.0
Hyundai,Eon Sportz,12.429220196836383,0.7352941176470589,11.32009286015061,Petrol,Manual,Hyderabad,Red,First,Individual,-1.354937682525515,FWD,3495.0,1550.0,1500.0,0.5,32.0,55.0,5500.0,75.0,4000.0
Skoda,Octavia 1.8 TSI Ambition Plus AT,14.337276715240233,0.8529411764705882,10.261196961231647,Petrol,Automatic,Mumbai,Grey,First,Individual,0.1389310143409086,FWD,4659.0,1814.0,1476.0,0.5,50.0,177.0,4500.0,250.0,1250.0
Mercedes-Benz,E-Class E 220 d Avantgarde,15.82707481102028,0.9705882352941176,9.472781556562168,Diesel,Automatic,Delhi,Black,First,Individual,0.3696912195479171,RWD,5063.0,1860.0,1494.0,0.5,80.0,192.0,3800.0,400.0,1600.0
Mercedes-Benz,S-Class Maybach S 500,16.257857680289998,0.8235294117647058,10.203629181337648,Petrol,Automatic,Delhi,Blue,First,Individual,4.488457250644063,RWD,5453.0,1899.0,1498.0,0.3333333333333333,70.0,453.0,5250.0,700.0,1800.0
Maruti Suzuki,Eeco 7 STR [2019-2020],13.142166004700508,0.9117647058823529,10.596659732783579,Petrol,Manual,Thane,Silver,First,Individual,-0.7750008510184279,RWD,3675.0,1475.0,1800.0,0.8333333333333334,40.0,73.0,6000.0,101.0,3000.0
Audi,A3 35 TDI Premium + Sunroof,14.316286451937186,0.7647058823529411,10.915106645867503,Diesel,Automatic,Mumbai,White,First,Individual,0.3970180859540102,FWD,4456.0,1796.0,1416.0,0.5,50.0,141.0,3500.0,320.0,1750.0
Hyundai,Eon Era +,12.577639650232573,0.8823529411764706,11.156264806643742,Petrol,Manual,Kheda,White,First,Individual,-1.354937682525515,FWD,3495.0,1550.0,1500.0,0.5,32.0,55.0,5500.0,75.0,4000.0
Maruti Suzuki,Vitara Brezza VXi,13.651815643149092,0.9705882352941176,9.757536497051824,Petrol,Manual,Mumbai,White,First,Individual,-0.3711704919061629,FWD,3995.0,1790.0,1640.0,0.5,48.0,103.0,6000.0,138.0,4400.0
Maruti Suzuki,Wagon R LXI CNG (O),12.644330802262578,0.7647058823529411,11.314486721293981,CNG,Manual,Lucknow,White,First,Individual,-1.0755963814854521,FWD,3599.0,1495.0,1700.0,0.5,35.0,58.0,6200.0,77.0,3500.0
Mercedes-Benz,GLC 220 d Progressive,15.250595321348806,0.8529411764705882,11.251573687764477,Diesel,Automatic,Pune,White,First,Individual,0.6626959537910266,AWD,4656.0,1890.0,1639.0,0.5,66.0,168.0,3000.0,400.0,1400.0
Mercedes-Benz,E-Class E 220d Expression [2019-2019],15.319588176962746,0.9117647058823529,11.184435286790631,Diesel,Automatic,Pune,White,First,Individual,0.3696912195479171,RWD,5063.0,1860.0,1494.0,0.5,80.0,192.0,3800.0,400.0,1600.0
Audi,Q3 35 TDI Premium Plus + Sunroof,14.444119750719839,0.8235294117647058,10.596659732783579,Diesel,Automatic,Delhi,White,First,Individual,0.3970180859540102,AWD,4385.0,1831.0,1608.0,0.5,64.0,174.0,4200.0,380.0,1750.0
Honda,City VX Petrol [2017-2019],13.652992804936396,0.8529411764705882,10.763334908987071,Petrol,Manual,Ahmedabad,Grey,First,Individual,-0.31803491833875963,FWD,4440.0,1695.0,1495.0,0.5,40.0,117.0,6600.0,145.0,4600.0
Honda,Amaze 1.2 SX i-VTEC,13.199326270390594,0.8529411764705882,10.563620718477313,Petrol,Manual,Meerut,Maroon,First,Individual,-0.7719645325288619,FWD,3990.0,1680.0,1505.0,0.5,35.0,87.0,6000.0,109.0,4500.0
Mercedes-Benz,C-Class 220 CDI Elegance AT,13.112315061750808,0.5882352941176471,11.46374572492597,Diesel,Automatic,Mumbai,Grey,First,Corporate,0.6702867500149414,RWD,4581.0,1770.0,1447.0,0.5,66.0,131.23254237288137,4801.317966101695,328.3597025016903,2596.0838404327246
Hyundai,Elite i20 Asta 1.2 [2016-2017],13.384729180332174,0.8235294117647058,11.51293546492023,Petrol,Manual,Hyderabad,Grey,First,Individual,-0.7734826917736448,FWD,3985.0,1734.0,1505.0,0.5,45.0,82.0,6000.0,115.0,4000.0
Hyundai,Creta SX Plus 1.6  Petrol,13.73755009757506,0.8529411764705882,10.288817978223912,Petrol,Manual,Mumbai,Grey,First,Individual,-0.17532794932916224,FWD,4270.0,1780.0,1630.0,0.5,60.0,122.0,6400.0,154.0,4850.0
Mahindra,XUV500 W10 AT 1.99,13.769467666582738,0.8235294117647058,11.608244735642321,Diesel,Automatic,Ahmedabad,Black,First,Individual,0.4410447040527158,FWD,4585.0,1890.0,1785.0,0.8333333333333334,70.0,138.0,3750.0,320.0,1600.0
Kia,Seltos HTK Plus AT 1.5 Diesel [2020-2021],14.058457520888082,0.9705882352941176,10.308985993422082,Diesel,Automatic,Mohali,White,First,Individual,-0.3241075553178914,FWD,4315.0,1800.0,1645.0,0.5,50.0,113.0,4000.0,250.0,1500.0
Jeep,Compass Limited 2.0 Diesel 4x4 [2017-2020],14.187074804051692,0.8823529411764706,11.407576060361786,Diesel,Manual,Guwahati,Black,First,Individual,0.37880017501661484,AWD,4395.0,1818.0,1640.0,0.5,60.0,171.0,3750.0,350.0,1750.0
Maruti Suzuki,Vitara Brezza VDi AGS,13.704578997256993,0.9117647058823529,10.736418414365376,Diesel,Automatic,Mumbai,White,First,Individual,-0.6960565702897143,FWD,3995.0,1790.0,1640.0,0.5,48.0,89.0,4000.0,200.0,1750.0
Maruti Suzuki,Swift DZire VXI AT,13.527829818844937,0.8529411764705882,10.780413560888006,Petrol,Automatic,Hyderabad,White,First,Individual,-0.7734826917736448,FWD,3995.0,1695.0,1555.0,0.5,42.0,83.0,6000.0,115.0,4000.0
Maruti Suzuki,Vitara Brezza VDi (O) [2016-2018],13.790193775620484,0.9117647058823529,10.968215530759236,Diesel,Manual,Mumbai,White,First,Individual,-0.6960565702897143,FWD,3995.0,1790.0,1640.0,0.5,48.0,89.0,4000.0,200.0,1750.0
Land Rover,Evoque HSE Dynamic,15.096444681204078,0.8823529411764706,10.714439990727769,Diesel,Automatic,Delhi,Blue,First,Individual,0.4440810225422817,AWD,4360.0,2120.0,1635.0,0.5,57.0,177.0,4000.0,430.0,1750.0
MG,Hector Sharp 2.0 Diesel [2019-2020],14.292366282891383,0.9117647058823529,10.742940435685657,Diesel,Manual,Mumbai,White,First,Individual,0.37880017501661484,FWD,4655.0,1835.0,1760.0,0.5,60.0,169.0,3750.0,350.0,1750.0
Maruti Suzuki,Baleno Alpha 1.2,13.39239204133378,0.8235294117647058,10.565659928796643,Petrol,Manual,Mumbai,Blue,First,Individual,-0.7734826917736448,FWD,3995.0,1745.0,1500.0,0.5,37.0,83.0,6000.0,115.0,4000.0
Maruti Suzuki,Celerio X Zxi AMT [2017-2019],13.122365377402328,0.8529411764705882,10.373522431293592,Petrol,Automatic,Chennai,Orange,Second,Individual,-1.0755963814854521,FWD,3715.0,1635.0,1565.0,0.5,35.0,67.0,6000.0,90.0,3500.0
Datsun,Redigo T(O) 1.0,12.429220196836383,0.8823529411764706,10.12667110305036,Petrol,Manual,Kolkata,Grey,Second,Individual,-1.074078222240669,FWD,3429.0,1560.0,1541.0,0.5,28.0,67.0,5500.0,91.0,4250.0
Hyundai,i20 Magna 1.4 CRDI,12.73670383776449,0.7352941176470589,11.49782197939291,Diesel,Manual,Chandigarh,Silver,First,Individual,-0.5624585567488147,FWD,3995.0,1710.0,1505.0,0.5,45.0,89.0,4000.0,744.0,1500.0
Maruti Suzuki,Vitara Brezza ZDi Plus,13.76421831620775,0.8823529411764706,11.170449240431308,Diesel,Manual,Udupi,White,Second,Individual,-0.6960565702897143,FWD,3995.0,1790.0,1640.0,0.5,48.0,89.0,4000.0,200.0,1750.0
Audi,A4 Premium Plus 40 TFSI,15.238619133170708,1.0,9.99884318585288,Petrol,Automatic,Delhi,White,First,Individual,0.42130863387053746,FWD,4762.0,1847.0,1433.0,0.5,54.0,188.0,4200.0,320.0,1450.0
Maruti Suzuki,Ciaz Delta Hybrid 1.5 [2018-2020],13.623139877437296,0.9117647058823529,10.691967639914864,Petrol,Manual,Delhi,White,First,Individual,-0.3711704919061629,FWD,4490.0,1730.0,1485.0,0.5,43.0,103.0,6000.0,138.0,4400.0
Skoda,Octavia 1.8 TSI Style Plus AT [2017],14.144815024531075,0.8529411764705882,10.933124826700707,Petrol,Automatic,Mumbai,White,First,Individual,0.1389310143409086,FWD,4670.0,1814.0,1476.0,0.5,50.0,177.0,5100.0,250.0,1250.0
Volkswagen,Taigun Highline 1.0 TSI AT,14.220976332738882,0.9705882352941176,10.34177474101152,Petrol,Automatic,Hyderabad,Silver,First,Individual,-1.074078222240669,FWD,4221.0,1760.0,1612.0,0.5,50.0,114.0,5000.0,178.0,1750.0
Hyundai,Xcent S 1.1 CRDi Special Edition,13.019224835777257,0.8529411764705882,10.915106645867503,Diesel,Manual,Ahmedabad,White,First,Individual,-0.890380953621932,FWD,3995.0,1660.0,1520.0,0.5,43.0,71.0,4000.0,180.0,1750.0
Hyundai,i10 Magna 1.2 Kappa2,12.873904582205107,0.7941176470588235,10.802102992730275,Petrol,Manual,Patna,White,First,Individual,-0.7734826917736448,FWD,3585.0,1595.0,1550.0,0.5,35.0,79.0,6000.0,7619.0,4000.0
Jaguar,F-Pace Prestige,15.46416937585933,0.9117647058823529,10.668978650219241,Diesel,Automatic,Delhi,Black,First,Individual,0.4440810225422817,AWD,4731.0,2071.0,1651.0,0.5,82.0,177.0,4000.0,430.0,1750.0
Hyundai,Aura S 1.2 CNG,13.51440681653079,0.9411764705882353,10.571342565808699,CNG,Manual,Mumbai,Silver,First,Individual,-0.7734826917736448,FWD,3995.0,1680.0,1520.0,0.5,65.0,68.0,6000.0,95.0,4000.0
Toyota,Fortuner 2.8 4x4 AT [2016-2020],15.05966544010744,0.8823529411764706,11.03735436608764,Diesel,Automatic,Mumbai,Silver,First,Individual,1.5918094115981924,AWD,4795.0,1855.0,1835.0,0.8333333333333334,80.0,174.0,3400.0,450.0,1600.0
Audi,Q7 35 TDI Premium + Sunroof,14.77102238760702,0.7941176470588235,10.736418414365376,Diesel,Automatic,Delhi,Black,First,Individual,1.913659171492178,AWD,5089.0,1983.0,1737.0,0.8333333333333334,100.0,241.0,3800.0,550.0,1750.0
Hyundai,Verna Fluidic 1.6 VTVT SX Opt AT,14.096923772119156,0.9705882352941176,9.200391041122515,Petrol,Automatic,Mumbai,Blue,First,Individual,-0.17532794932916224,FWD,4370.0,1700.0,1475.0,0.5,43.0,121.0,6300.0,158.0,4200.0
Jeep,Compass Limited 2.0 Diesel [2017-2020],14.030622744032508,0.8529411764705882,10.950824090522445,Diesel,Manual,Mumbai,White,First,Individual,0.37880017501661484,FWD,4395.0,1818.0,1640.0,0.5,60.0,171.0,3750.0,350.0,1750.0
Ford,Ecosport Trend 1.5 TDCi,12.560247968016562,0.7352941176470589,11.184435286790631,Diesel,Manual,Faridabad,Silver,First,Individual,-0.31651675909397664,FWD,3999.0,1765.0,1708.0,0.5,52.0,89.0,3750.0,204.0,2000.0
Skoda,Rapid Ambition 1.6 TDI CR MT,12.765691290604371,0.7058823529411765,11.775297421715827,Diesel,Manual,Nashik,White,First,Individual,-0.16470083461568158,FWD,4386.0,1699.0,1466.0,0.5,55.0,105.0,4400.0,250.0,2500.0
Mahindra,XUV700 AX 7 Diesel AT 7 STR,14.74767503269543,1.0,9.798182590890704,Diesel,Automatic,Delhi,White,First,Individual,0.7249404828271276,FWD,4695.0,1890.0,1755.0,0.8333333333333334,60.0,182.0,3500.0,450.0,1750.0
Hyundai,Elite i20 Sportz 1.4,13.237477967034438,0.7941176470588235,11.0186455364637,Diesel,Manual,Ahmedabad,Silver,First,Individual,-0.4713690020618376,FWD,3985.0,1734.0,1505.0,0.5,45.0,89.0,4000.0,220.0,1500.0
Maruti Suzuki,Swift ZXi,13.592368256649284,1.0,9.210440366976517,Petrol,Manual,Jalandhar,White,First,Individual,-0.7734826917736448,FWD,3845.0,1735.0,1530.0,0.5,37.0,89.0,6000.0,113.0,4400.0
BMW,X1 sDrive20d Expedition,14.841552512220423,0.8823529411764706,10.12667110305036,Diesel,Automatic,Chennai,White,First,Individual,0.4380083855631499,FWD,4439.0,1821.0,1612.0,0.5,51.0,188.0,4000.0,400.0,1750.0
Mahindra,Scorpio S5 2WD 7 STR,13.989464705423494,0.8823529411764706,10.985309671896763,Diesel,Manual,Patna,White,First,Individual,0.7173496866032129,RWD,4456.0,1820.0,1995.0,0.8333333333333334,60.0,120.0,4000.0,280.0,1800.0
Kia,Seltos HTX Plus 1.5 Diesel [2020-2021],14.269766465162304,0.9117647058823529,10.915106645867503,Diesel,Manual,Lucknow,Silver,First,Individual,-0.3241075553178914,FWD,4315.0,1800.0,1645.0,0.5,50.0,113.0,4000.0,250.0,1500.0
Mercedes-Benz,GLE 300d 4MATIC LWB,16.055155957680714,1.0,9.546884034617925,Diesel,Automatic,Delhi,White,First,Individual,0.3696912195479171,AWD,4924.0,2157.0,1772.0,0.5,93.0,241.0,4200.0,500.0,1600.0
Maruti Suzuki,Baleno Delta 1.2,13.304686600863562,0.8823529411764706,10.373522431293592,Petrol,Manual,Mohali,Silver,First,Individual,-0.7734826917736448,FWD,3995.0,1745.0,1500.0,0.5,37.0,83.0,6000.0,115.0,4000.0
BMW,5-Series 520d Sport Line,14.910784279814974,0.8529411764705882,10.691967639914864,Diesel,Automatic,Mumbai,White,Second,Individual,0.4380083855631499,RWD,4936.0,1868.0,1479.0,0.5,57.0,188.0,4000.0,400.0,1750.0
Hyundai,i10 Magna,12.07254696717504,0.6176470588235294,10.043292972227004,Petrol,Manual,Mumbai,Red,First,Individual,-0.9419983679445524,FWD,3565.0,1595.0,1550.0,0.5,35.0,131.23254237288137,4801.317966101695,328.3597025016903,2596.0838404327246
Tata,Nexon XT Diesel [2017-2019],13.664688831019712,0.8823529411764706,11.316922746420394,Diesel,Manual,Pune,Grey,First,Individual,-0.31803491833875963,FWD,3994.0,1811.0,1607.0,0.5,44.0,108.0,3750.0,260.0,1500.0
Audi,A6 Technology 45 TFSI,15.573368647930426,0.9705882352941176,8.979164648964709,Petrol,Automatic,Surat,Brown,UnRegistered Car,Individual,0.42130863387053746,FWD,4939.0,1886.0,1457.0,0.5,73.0,241.0,5000.0,370.0,1600.0
BMW,3-Series 320d Prestige,14.333709531652115,0.8235294117647058,10.736418414365376,Diesel,Automatic,Delhi,Blue,Second,Individual,0.4380083855631499,RWD,4633.0,1811.0,1429.0,0.5,57.0,188.0,4000.0,400.0,1750.0
Audi,A3 35 TDI Premium Plus + Sunroof,14.897316067298997,0.8823529411764706,9.758519582283522,Diesel,Automatic,Bangalore,Red,First,Individual,0.3970180859540102,FWD,4456.0,1796.0,1416.0,0.5,50.0,141.0,3500.0,320.0,1750.0
Maruti Suzuki,Alto 800 VXi,12.92391243868049,0.9705882352941176,9.504873919377065,Petrol,Manual,Ranga Reddy,Silver,First,Individual,-1.382264548931608,FWD,3445.0,1515.0,1475.0,0.5,35.0,47.0,6000.0,69.0,3500.0
Jeep,Compass Model S (O) 1.4 Petrol DCT,14.80876270134486,0.9705882352941176,9.741027444837728,Petrol,Automatic,Delhi,Blue,First,Individual,-0.5138774609157603,FWD,4405.0,1818.0,1640.0,0.5,60.0,161.0,5500.0,250.0,2500.0
Hyundai,i20 Magna 1.2,12.861001210669146,0.7352941176470589,11.280842072086545,Petrol,Manual,Kanpur,White,First,Individual,-0.7734826917736448,FWD,3995.0,1710.0,1505.0,0.5,45.0,83.0,6000.0,796.0,4000.0
Maruti Suzuki,Celerio ZXi AMT [2017-2019],13.26212705890841,0.8823529411764706,10.212441760263449,Petrol,Automatic,Bangalore,Orange,First,Individual,-1.0755963814854521,FWD,3600.0,1600.0,1560.0,0.5,35.0,67.0,6000.0,90.0,3500.0
Honda,City 1.5 E MT,12.834683971615659,0.7352941176470589,11.362114203075018,Petrol,Manual,Mumbai,Purple,Second,Individual,-0.31803491833875963,FWD,4440.0,1695.0,1485.0,0.5,42.0,116.0,6600.0,146.0,4800.0
Volvo,V40 Cross Country D3,14.282384921160133,0.7941176470588235,10.691967639914864,Diesel,Automatic,Mumbai,Blue,First,Individual,0.42130863387053746,FWD,4370.0,1783.0,1458.0,0.5,60.0,150.0,3500.0,350.0,1500.0
Maruti Suzuki,S-Cross Sigma 1.3,13.42246945133505,0.8529411764705882,11.73904857299343,Diesel,Manual,Coimbatore,Brown,First,Individual,-0.6960565702897143,FWD,4300.0,1765.0,1590.0,0.5,48.0,89.0,4000.0,200.0,1750.0
Honda,City V Diesel,13.304686600863562,0.8235294117647058,11.156264806643742,Diesel,Manual,Kanpur,Silver,First,Individual,-0.31651675909397664,FWD,4440.0,1695.0,1495.0,0.5,40.0,99.0,3600.0,200.0,1750.0
Mercedes-Benz,GLA 200 d Sport,14.790070575320824,0.8823529411764706,10.668978650219241,Diesel,Automatic,Mumbai,Grey,Second,Individual,0.6626959537910266,FWD,4424.0,1804.0,1494.0,0.5,50.0,134.0,3600.0,300.0,1600.0
Maruti Suzuki,Alto 800 Lxi CNG,12.487488878546145,0.8529411764705882,10.308985993422082,CNG,Manual,Kanpur,White,First,Individual,-1.382264548931608,FWD,3395.0,1490.0,1475.0,0.5,35.0,47.0,6000.0,69.0,3500.0
Ford,Aspire Titanium1.5 TDCi,13.017005083966255,0.8235294117647058,10.705802990096727,Diesel,Manual,Ranchi,Silver,First,Individual,-0.31651675909397664,FWD,3995.0,1695.0,1525.0,0.5,40.0,99.0,3750.0,215.0,1750.0
Hyundai,Elite i20 Magna 1.2 [2016-2017],13.345508528717259,0.9117647058823529,10.34177474101152,Petrol,Manual,Kanpur,White,First,Individual,-0.7734826917736448,FWD,3985.0,1734.0,1505.0,0.5,45.0,82.0,6000.0,115.0,4000.0
Maruti Suzuki,S-Presso VXi,12.971542813248437,0.9411764705882353,8.66406026722579,Petrol,Manual,Hyderabad,Silver,First,Individual,-1.0755963814854521,FWD,3565.0,1520.0,1564.0,0.5,27.0,67.0,5500.0,90.0,3500.0
Volkswagen,Vento Highline Plus 1.2 (P) AT 16 Alloy,13.560619598657233,0.8529411764705882,11.010415172807951,Petrol,Automatic,Surat,White,First,Individual,-0.7734826917736448,FWD,4390.0,1699.0,1467.0,0.5,55.0,103.0,5000.0,175.0,1500.0
Maruti Suzuki,Wagon R LXI CNG,12.834683971615659,0.7941176470588235,11.06665398721974,CNG,Manual,Mumbai,Silver,First,Individual,-1.0755963814854521,FWD,3599.0,1495.0,1700.0,0.5,35.0,58.0,6200.0,77.0,3500.0
Toyota,Fortuner 2.8 4x2 MT [2016-2020],14.907434194052001,0.9117647058823529,11.429554725537322,Diesel,Manual,Lucknow,Black,First,Individual,1.5918094115981924,RWD,4795.0,1855.0,1835.0,0.8333333333333334,80.0,174.0,3400.0,420.0,1600.0
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],13.038981768465277,0.8235294117647058,11.022294548489757,Petrol,Manual,Kanpur,White,First,Individual,-0.7734826917736448,FWD,3765.0,1660.0,1520.0,0.5,43.0,81.0,6000.0,114.0,4000.0
Hyundai,Creta 1.6 SX,13.849912950864715,0.8823529411764706,10.491301994830229,Diesel,Manual,Patna,Grey,First,Individual,-0.1889913825322088,FWD,4270.0,1780.0,1630.0,0.5,60.0,126.0,4000.0,265.0,1900.0
Volkswagen,Polo 1.5 TDI,13.122365377402328,0.7647058823529411,11.034905792929415,Diesel,Manual,Hyderabad,Brown,First,Individual,-0.31651675909397664,FWD,3987.0,1698.0,1483.0,0.5,45.0,89.0,4200.0,230.0,1500.0
Volkswagen,Polo Comfortline 1.5L (D),12.75130259456002,0.7941176470588235,11.156264806643742,Diesel,Manual,Faridabad,Red,First,Individual,-0.31651675909397664,FWD,3971.0,1682.0,1469.0,0.5,45.0,89.0,4200.0,230.0,1500.0
BMW,5-Series 530d M Sport [2013-2017],15.53827733427679,0.8823529411764706,10.619814006043478,Diesel,Automatic,Chennai,White,First,Individual,1.9531313118565348,RWD,4899.0,2094.0,1464.0,0.5,65.0,258.0,4000.0,560.0,1500.0
Hyundai,i10 Sportz 1.2 AT,12.128116509451258,0.5882352941176471,11.0186455364637,Petrol,Automatic,Pune,Black,Third,Individual,-0.7734826917736448,FWD,3565.0,1595.0,1550.0,0.5,35.0,131.23254237288137,4801.317966101695,328.3597025016903,2596.0838404327246
Maruti Suzuki,Swift VDi,12.92391243868049,0.7941176470588235,11.626263078808801,Diesel,Manual,Gurgaon,White,First,Individual,-0.6960565702897143,FWD,3850.0,1695.0,1530.0,0.5,42.0,74.0,4000.0,190.0,2000.0
Toyota,Innova 2.4 G 7 STR [2016-2017],14.48334044336031,0.9411764705882353,10.714439990727769,Diesel,Manual,Ludhiana,Grey,First,Individual,1.0422357649867644,RWD,4735.0,1830.0,1795.0,0.8333333333333334,55.0,148.0,3400.0,343.0,1400.0
Maruti Suzuki,Swift VXi,12.92391243868049,0.7647058823529411,9.90353755128617,Petrol,Manual,Mumbai,Grey,Second,Individual,-0.7734826917736448,FWD,3850.0,1695.0,1530.0,0.5,42.0,85.0,6000.0,114.0,4000.0
Honda,City SV Diesel,13.217675375388819,0.7647058823529411,11.350418300109132,Diesel,Manual,Jaipur,Silver,First,Individual,-0.31651675909397664,FWD,4440.0,1695.0,1495.0,0.5,40.0,99.0,3600.0,200.0,1750.0
Hyundai,Elite i20 Asta 1.2,13.215855541983634,0.7941176470588235,11.033291613631048,Petrol,Manual,Gurgaon,Silver,First,Individual,-0.7734826917736448,FWD,3985.0,1734.0,1505.0,0.5,45.0,82.0,6000.0,115.0,4000.0
Audi,Q3 35 TDI Premium + Sunroof,14.316286451937186,0.8235294117647058,11.842236406331555,Diesel,Automatic,Jaipur,White,Second,Individual,0.3970180859540102,AWD,4385.0,1831.0,1608.0,0.5,64.0,174.0,4200.0,380.0,1750.0
Mercedes-Benz,C-Class 200 CGI,14.077875591662238,0.7058823529411765,11.079076314320059,Petrol,Automatic,Delhi,Silver,First,Individual,0.13589469585134267,RWD,4596.0,1770.0,1447.0,0.5,66.0,186.0,5600.0,285.0,4000.0
Maruti Suzuki,Estilo LXi BS-IV,12.301387370778713,0.6470588235294118,11.034905792929415,Petrol,Manual,Bhopal,Brown,First,Individual,-1.0755963814854521,FWD,3600.0,1475.0,1595.0,0.5,35.0,67.0,6200.0,90.0,3500.0
Mercedes-Benz,E-Class E250 CDI BlueEfficiency,13.652992804936396,0.6764705882352942,11.350418300109132,Diesel,Automatic,Mohali,White,Second,Individual,0.6626959537910266,RWD,4868.0,1854.0,1471.0,0.5,90.0,203.0,4200.0,500.0,1600.0
Maruti Suzuki,Alto VXi AMT [2014-2018],12.807655372286902,0.7941176470588235,9.908524844053396,Petrol,Automatic,Pune,Red,First,Individual,-1.0755963814854521,FWD,3545.0,1490.0,1475.0,0.5,35.0,67.0,6000.0,90.0,3500.0
Honda,City 1.5 S MT,12.429220196836383,0.6176470588235294,11.1879844870947,Petrol,Manual,Navi Mumbai,Black,First,Individual,-0.31803491833875963,FWD,4420.0,1695.0,1480.0,0.5,42.0,131.23254237288137,4801.317966101695,328.3597025016903,2596.0838404327246
